Time,RPM,TPS,IAT,CLT,Engine,Accel Enrich,VE,Advance,Battery V,Hard Limiter
129.025,4036,11,30,71,9,100,59,26,13.3,0
129.148,3909,11,30,71,9,100,59,26,13.3,0
129.271,4024,11,30,71,9,100,59,26,13.4,0
129.394,4086,11,30,71,9,100,59,27,13.4,0
129.517,4074,11,30,71,9,100,59,26,13.5,0
129.639,4090,11,30,71,9,100,59,27,13.5,0
129.762,4117,11,30,71,9,100,59,27,13,0
129.885,4187,11,30,71,9,100,59,27,13,0
130.008,4180,11,30,71,9,100,59,27,13.3,0
130.131,4103,11,30,71,9,100,59,27,13.3,0
130.249,4148,12,30,71,9,100,60,27,13,0
130.372,4278,13,30,71,9,100,61,27,13,0
130.495,4359,14,30,71,9,100,61,27,13.3,0
130.619,4553,14,30,71,9,100,61,27,13.3,0
130.75,4659,14,30,71,9,100,62,28,13.4,0
130.889,4804,13,30,71,9,100,61,27,13.4,0
131.028,4652,13,30,71,9,100,61,27,13.3,0
131.167,4447,13,30,71,9,100,61,27,13.3,0
131.294,4288,13,30,71,9,100,60,27,13.3,0
131.422,4311,13,30,71,9,100,60,27,13.3,0
131.544,4260,13,30,71,9,100,60,27,13.3,0
131.662,4397,13,30,71,9,100,60,27,13.3,0
131.786,4374,13,30,71,9,100,61,27,13.4,0
131.909,4373,13,30,71,9,100,60,27,13.4,0
132.032,4350,13,30,71,9,100,60,27,13.5,0
132.155,4304,13,30,71,9,100,61,27,13.5,0
132.278,4280,13,30,71,9,100,60,27,13.6,0
132.4,4455,13,30,71,9,100,60,27,13.6,0
132.523,4430,13,30,71,9,100,61,27,13.6,0
132.646,4385,13,30,71,9,100,60,27,13.6,0
132.769,4342,13,30,71,9,100,60,27,13.6,0
132.892,4418,13,30,71,9,100,61,27,13.6,0
133.015,4612,15,30,72,9,100,62,28,13.5,0
133.154,5221,18,30,72,9,100,63,30,13.5,0
133.293,5926,18,30,72,9,100,64,31,13.5,0
133.429,6476,18,30,72,9,100,64,31,13.5,0
133.572,6934,19,30,72,9,100,65,31,13,0
133.715,7274,19,30,72,9,100,66,33,13,0
133.863,7507,18,30,72,9,100,65,32,12.8,0
134.006,7496,17,30,72,9,100,65,32,12.8,0
134.154,7274,17,30,72,9,100,65,31,13.2,0
134.301,6573,13,30,72,9,100,62,30,13.4,0
134.428,5651,12,30,72,9,100,61,30,13.4,0
134.555,4848,11,30,72,9,100,60,27,13.5,0
134.695,4115,11,30,72,9,100,59,27,13.5,0
134.818,3746,11,30,72,9,100,59,26,13.5,0
134.936,3665,11,30,72,9,100,59,26,13.5,0
135.059,3716,11,30,72,9,100,59,26,13.5,0
135.182,3872,11,30,72,9,100,59,26,13.5,0
135.305,4150,11,30,72,9,100,59,27,13.5,0
135.44,4165,11,30,72,9,100,59,27,13.5,0
135.563,4173,11,30,72,9,100,59,27,13.6,0
135.681,4100,11,30,72,9,100,59,27,13.6,0
135.804,4144,11,30,72,9,100,59,27,13.6,0
135.927,4218,11,30,72,9,100,59,27,13.6,0
136.051,4124,11,30,72,9,100,59,27,13.6,0
136.173,4077,11,30,72,9,100,59,27,13.6,0
136.297,4082,11,30,72,9,100,59,27,13.6,0
136.419,4184,11,30,72,9,100,59,27,13.6,0
136.541,4147,11,30,72,9,100,59,27,13.6,0
136.665,4134,11,30,72,9,100,59,27,13.2,0
136.788,4155,11,30,72,9,100,59,27,13.2,0
136.911,4100,11,30,72,9,100,59,27,13.4,0
137.034,4114,11,30,72,9,100,59,27,13.4,0
137.156,4060,11,30,72,9,100,59,26,13.4,0
137.275,3994,11,30,72,9,100,59,26,13.4,0
137.398,3967,11,30,72,9,100,59,26,13.5,0
137.521,3895,11,30,72,9,100,59,26,13.5,0
137.644,3979,11,30,72,9,100,59,26,13.5,0
137.766,4046,11,30,72,9,100,59,26,13.5,0
137.889,4219,12,30,72,9,100,60,27,13.5,0
138.008,4360,13,30,72,9,100,61,27,13.5,0
138.131,4513,14,30,72,9,100,62,28,13.6,0
138.267,4725,14,30,72,9,100,62,28,13.6,0
138.382,4889,14,30,73,9,100,62,28,13.6,0
138.52,4947,14,30,73,9,100,61,28,13.6,0
138.659,4876,14,30,73,9,100,61,28,13.6,0
138.799,4751,15,30,73,9,100,62,27,13.6,0
138.938,4809,15,30,73,9,100,62,27,13.6,0
139.074,4978,16,30,73,9,100,63,28,13.6,0
139.192,5204,16,30,73,9,100,63,29,13.6,0
139.307,5403,16,30,73,9,100,63,29,13.6,0
139.43,5170,17,30,73,9,100,62,29,13.6,0
139.569,4737,17,30,73,9,100,62,28,13.6,0
139.709,4552,17,30,73,9,100,62,28,13.5,0
139.847,4592,19,30,73,9,100,63,30,13.5,0
139.987,4824,20,30,73,9,100,64,31,13.5,0
140.126,5140,20,30,73,9,100,64,32,13.6,0
140.266,5315,20,30,73,9,100,64,32,13.6,0
140.409,5193,20,30,73,9,100,64,32,13.6,0
140.548,5076,19,30,73,9,100,64,31,13.6,0
140.687,4952,19,30,73,9,100,63,31,13.5,0
140.827,5351,19,30,73,9,100,64,32,13.5,0
140.967,5551,19,30,73,9,100,65,33,13.5,0
141.11,6019,19,30,73,9,100,65,32,13.5,0
141.252,6114,19,30,73,9,100,65,32,13.5,0
141.392,6291,19,30,73,9,100,65,32,13,0
141.527,6429,20,30,73,9,100,65,33,13,0
141.671,6599,20,30,73,9,100,66,33,13.1,0
141.814,6521,16,30,73,9,100,64,30,13.1,0
141.953,5945,14,30,73,9,100,62,30,13.3,0
142.08,5163,13,30,73,9,100,61,28,13.3,0
142.211,5052,18,30,73,9,100,63,30,13.4,0
142.347,6014,21,30,73,9,100,65,34,13.4,0
142.47,6605,24,30,73,9,100,68,34,13,0
142.612,5488,23,30,73,9,100,66,35,13,0
142.744,5239,22,30,73,9,100,66,35,12.8,0
142.887,5522,22,30,73,9,100,67,36,13.2,0
143.015,5694,21,30,73,9,100,65,34,13.2,0
143.154,5898,21,30,74,9,100,65,34,13.4,0
143.296,6038,21,30,74,9,100,66,34,13.4,0
143.436,6165,21,30,74,9,100,66,34,13.4,0
143.555,6339,21,30,74,9,100,66,34,13.4,0
143.699,6407,21,30,74,9,100,66,34,13.5,0
143.842,6468,21,30,74,9,100,66,34,13.5,0
143.985,6544,20,30,74,9,100,66,33,13.5,0
144.128,6634,20,30,74,9,100,66,32,13.5,0
144.272,6723,20,30,74,9,100,66,32,13.5,0
144.419,6720,20,30,74,9,100,66,32,13.6,0
144.571,6781,20,30,74,9,100,66,32,13.6,0
144.714,6787,20,30,74,9,100,66,32,12.9,0
144.857,6824,20,30,74,9,100,66,32,12.9,0
145.005,6874,20,30,74,9,100,66,32,13.3,0
145.149,6871,20,30,74,9,100,66,32,13.3,0
145.292,6906,20,30,74,9,100,66,32,13.4,0
145.439,6849,20,30,74,9,100,66,32,13.5,0
145.583,6928,20,30,74,9,100,66,32,13.5,0
145.73,6922,20,30,74,9,100,66,32,13.5,0
145.874,6973,20,30,74,9,100,66,32,13.5,0
146.016,6938,20,30,75,9,100,66,32,13.4,0
146.164,6970,20,30,75,9,100,66,32,13.4,0
146.308,6979,20,30,75,9,100,66,32,13.5,0
146.451,7032,20,30,75,9,100,66,32,13.1,0
146.599,6960,20,30,75,9,100,66,32,13.1,0
146.741,7025,20,30,75,9,100,66,32,12.7,0
146.885,6993,20,30,75,9,100,66,32,12.7,0
147.033,6973,20,30,75,9,100,66,32,12.7,0
147.176,7055,20,30,75,9,100,66,32,12.7,0
147.324,6996,20,30,75,9,100,66,32,12.8,0
147.466,7068,20,30,75,9,100,66,32,12.9,0
147.61,7006,20,30,75,9,100,66,32,12.9,0
147.758,7062,20,30,75,9,100,66,32,12.3,0
147.902,7105,20,30,75,9,100,66,33,12.3,0
148.048,7092,20,30,75,9,100,66,32,12.2,0
148.192,7088,20,30,75,9,100,66,32,12.3,0
148.335,7125,20,30,75,9,100,66,33,12.3,0
148.483,7187,20,30,75,9,100,66,33,12.2,0
148.627,7194,20,30,75,9,100,66,33,12.2,0
148.769,7170,20,30,75,9,100,66,33,12.6,0
148.917,7281,21,30,75,9,100,67,34,12.6,0
149.061,7309,21,30,75,9,100,67,34,12.7,0
149.208,7302,21,30,75,9,100,67,34,12.8,0
149.352,7299,21,30,75,9,100,67,34,12.8,0
149.498,7299,21,30,75,9,100,67,34,12.9,0
149.638,7342,21,30,75,9,100,67,34,12.9,0
149.786,7403,21,30,75,9,100,67,34,12.9,0
149.933,7367,21,30,75,9,100,67,34,12.9,0
150.077,7411,21,30,75,9,100,67,34,12.9,0
150.224,7411,21,30,75,9,100,67,34,12.5,0
150.371,7422,21,30,75,9,100,67,34,12.5,0
150.515,7429,21,30,75,9,100,67,34,12.8,0
150.654,7436,21,30,75,9,100,67,34,12.8,0
150.801,7481,21,30,75,9,100,67,34,12.8,0
150.949,7466,21,30,75,9,100,67,34,12.8,0
151.06,7522,21,30,75,9,100,67,34,12.5,0
151.203,7515,21,30,75,9,100,67,34,12.5,0
151.351,7433,21,30,75,9,100,67,34,12.7,0
151.497,7541,21,30,75,9,100,67,34,12.7,0
151.629,7571,21,30,75,9,100,67,34,12.8,0
151.776,7470,21,30,75,9,100,67,34,12.3,0
151.924,7511,21,30,75,9,100,67,34,12.3,0
152.068,7560,21,30,75,9,100,67,34,12.6,0
152.214,7418,21,30,75,9,100,67,34,12.6,0
152.362,7556,21,30,75,9,100,67,34,12.8,0
152.51,7526,21,30,75,9,100,67,34,12.8,0
152.641,7564,21,30,75,9,100,67,34,12.9,0
152.788,7507,21,30,75,9,100,67,34,12.4,0
152.936,7500,21,30,75,9,100,67,34,12.4,0
153.083,7629,21,31,75,9,100,67,35,12.7,0
153.227,7470,21,31,75,9,100,67,34,12.7,0
153.374,7676,21,31,75,9,100,67,35,12.8,0
153.521,7541,21,31,75,9,100,67,34,12.8,0
153.656,7579,21,31,75,9,100,67,34,12.9,0
153.8,7587,21,31,75,9,100,67,34,13,0
153.948,7533,21,31,75,9,100,67,34,13,0
154.095,7591,21,31,75,9,100,67,34,13,0
154.242,7545,21,31,75,9,100,67,34,13,0
154.386,7552,21,31,75,9,100,67,34,13,0
154.533,7530,21,31,75,9,100,67,34,13,0
154.669,7556,21,31,75,9,100,67,34,12.5,0
154.817,7591,21,31,75,9,100,67,34,12.7,0
154.963,7556,21,31,75,9,100,67,34,12.7,0
155.071,7541,21,31,75,9,100,67,34,12.8,0
155.217,7549,21,31,75,9,100,67,34,12.8,0
155.365,7507,21,31,75,9,100,67,34,12.8,0
155.476,7568,21,31,75,9,100,67,34,12.8,0
155.606,7533,21,31,75,9,100,67,34,12.9,0
155.754,7530,21,31,75,9,100,67,34,12.9,0
155.901,7591,21,31,75,9,100,67,34,12.8,0
156.045,7440,21,31,75,9,100,67,34,12.4,0
156.193,7587,21,31,75,9,100,67,34,12.4,0
156.339,7568,21,31,75,9,100,67,34,12.7,0
156.483,7552,21,31,75,9,100,67,34,12.7,0
156.622,7575,16,31,75,9,100,65,32,12.8,0
156.766,7012,13,31,75,9,100,62,29,12.8,0
156.906,6048,12,31,75,9,100,62,30,12.9,0
157.032,5170,12,31,75,9,100,61,28,12.9,0
157.163,4423,11,31,75,9,100,59,27,12.9,0
157.295,4084,11,31,75,9,100,59,27,12.9,0
157.413,3753,11,31,75,9,100,59,26,12.9,0
157.536,3433,10,31,75,9,100,58,26,12.9,0
157.663,3337,10,31,75,9,100,58,25,12.9,0
157.786,3262,9,31,75,9,100,58,25,12.9,0
157.905,3159,9,31,75,9,100,58,25,12.9,0
158.028,3121,9,31,75,9,100,58,25,12.9,0
158.147,3154,9,31,75,9,100,58,25,12.9,0
158.27,3210,9,31,75,9,100,58,25,12.9,0
158.388,3203,9,31,75,9,100,58,26,12.4,0
158.507,3337,9,31,75,9,100,58,25,12.4,0
158.63,3453,9,31,75,9,100,58,26,12.2,0
158.736,3452,9,31,75,9,100,58,26,12.2,0
158.86,3482,9,31,75,9,100,58,26,12.6,0
158.978,3597,10,31,75,9,100,58,26,12.6,0
159.101,3752,10,31,75,9,100,58,26,12.8,0
159.224,4029,11,31,75,9,100,59,26,12.8,0
159.346,4477,11,31,75,9,100,60,27,12.4,0
159.47,5128,14,31,75,9,100,61,28,12.4,0
159.601,5281,16,31,75,9,100,63,29,12.4,0
159.712,4908,16,31,75,9,100,63,28,12.7,0
159.83,4866,16,31,75,9,100,63,28,12.7,0
159.961,5119,19,31,75,9,100,64,31,12.8,0
160.1,5177,20,31,75,9,100,64,32,12.9,0
160.24,5430,20,31,75,9,100,64,33,12.9,0
160.379,5494,19,31,75,9,100,64,32,12.9,0
160.522,6114,18,31,75,9,100,64,31,12.9,0
160.665,6350,15,31,75,9,100,63,30,13,0
160.801,5845,13,31,75,9,100,62,30,13,0
160.928,5133,12,31,75,9,100,61,28,12.9,0
161.063,4526,11,31,75,9,100,60,27,12.9,0
161.194,4199,11,31,75,9,100,59,27,12.3,0
161.317,4056,11,31,75,9,100,59,26,12.3,0
161.436,3981,11,31,75,9,100,59,26,12.6,0
161.559,3867,11,31,75,9,100,59,26,12.6,0
161.682,3909,12,31,75,9,100,60,27,12.8,0
161.8,4096,12,31,75,9,100,60,27,12.8,0
161.915,4291,12,31,75,9,100,60,27,12.6,0
162.034,4427,12,31,75,9,100,60,27,12.6,0
162.153,4351,12,31,75,9,100,60,27,12.7,0
162.268,4332,12,31,75,9,100,60,27,12.7,0
162.387,4410,12,31,75,9,100,60,27,12.9,0
162.505,4377,12,31,75,9,100,60,27,12.9,0
162.624,4361,12,31,75,9,100,60,27,12.9,0
162.722,3883,12,31,75,9,100,60,27,12.9,0
162.841,3764,12,31,75,9,100,60,27,12.9,0
162.956,3800,12,31,75,9,100,60,27,12.9,0
163.075,3950,12,31,75,9,100,60,27,12.9,0
163.189,3984,12,31,75,9,100,60,27,12.8,0
163.304,3971,12,31,75,9,100,60,27,12.8,0
163.423,3806,12,31,75,9,100,60,27,12.8,0
163.537,3661,12,31,75,9,100,60,27,12.8,0
163.657,3631,12,31,75,9,100,60,27,12.8,0
163.762,3693,12,31,75,9,100,60,27,12.9,0
163.877,4254,12,31,75,9,100,60,27,12.9,0
163.996,4570,11,31,75,9,100,60,27,12.9,0
164.123,4410,11,31,75,9,100,59,27,12.9,0
164.251,4178,11,31,75,9,100,59,27,13,0
164.373,4045,11,31,75,9,100,59,26,13,0
164.492,3951,11,31,75,9,100,59,26,13,0
164.615,3861,11,31,75,9,100,59,26,13,0
164.75,3863,11,31,75,9,100,59,26,13,0
164.869,3899,13,31,75,9,100,60,26,13,0
164.988,4258,14,31,75,9,100,61,27,13,0
165.11,4444,14,31,75,9,100,61,27,13,0
165.233,4437,13,31,75,9,100,60,27,13,0
165.36,4511,13,31,75,9,100,61,28,13,0
165.483,4423,13,31,75,9,100,60,27,12.9,0
165.607,4474,13,31,75,9,100,61,27,12.9,0
165.729,4516,13,31,75,9,100,61,27,12.9,0
165.856,3684,13,31,75,9,100,60,26,12.9,0
165.979,2574,13,31,75,9,100,59,24,12.9,0
166.11,2976,14,31,75,9,100,60,25,12.9,0
166.237,3946,12,31,75,9,100,60,27,12.9,0
166.36,4443,11,31,75,9,100,59,27,12.9,0
166.482,4492,11,31,75,9,100,60,27,12.9,0
166.605,4357,11,31,75,9,100,59,27,12.9,0
166.728,4117,11,31,75,9,100,59,27,13,0
166.864,3836,11,31,75,9,100,59,26,13,0
166.987,3785,11,31,75,9,100,59,26,12.9,0
167.106,3722,11,31,75,9,100,59,26,12.9,0
167.228,3625,11,31,75,9,100,59,26,12.9,0
167.351,3609,11,31,75,9,100,59,26,12.9,0
167.47,3669,11,31,75,9,100,59,26,12.9,0
167.593,3744,11,31,75,9,100,59,26,12.9,0
167.716,3806,11,31,75,9,100,59,26,12.7,0
167.843,3806,11,31,75,9,100,59,26,12.7,0
167.965,3700,11,31,75,9,100,59,26,12.4,0
168.088,3689,11,31,75,9,100,59,26,12.4,0
168.207,3562,11,31,75,9,100,59,26,12.6,0
168.331,3622,10,31,75,9,100,58,26,12.6,0
168.454,3695,10,31,75,9,100,58,26,12.8,0
168.572,3704,10,31,75,9,100,58,26,12.8,0
168.695,3681,10,31,75,9,100,58,26,12.8,0
168.822,3733,10,31,75,9,100,58,26,12.8,0
168.945,3825,10,31,75,9,100,58,26,12.8,0
169.068,3841,10,31,74,9,100,58,26,12.8,0
169.19,3806,10,31,74,9,100,58,26,12.8,0
169.309,3760,10,31,74,9,100,58,26,12.8,0
169.432,3568,10,31,74,9,100,58,26,12.8,0
169.555,3561,10,31,74,9,100,58,26,12.9,0
169.674,3549,10,31,74,9,100,58,26,12.9,0
169.805,3501,10,31,74,9,100,58,26,12.9,0
169.923,3569,10,31,74,9,100,58,26,12.9,0
170.046,3620,10,31,74,9,100,58,26,12.9,0
170.17,3630,10,31,74,9,100,58,26,12.9,0
170.288,3568,10,31,74,9,100,58,26,12.9,0
170.412,3642,10,31,74,9,100,58,26,12.9,0
170.535,3549,10,31,74,9,100,58,26,12.7,0
170.652,3590,10,31,74,9,100,58,26,12.7,0
170.775,3595,10,31,73,9,100,58,26,12.3,0
170.907,3458,10,31,73,9,100,58,26,12.3,0
171.03,3467,10,31,73,9,100,58,26,12.6,0
171.149,3540,10,31,73,9,100,58,26,12.6,0
171.272,3585,10,31,73,9,100,58,26,12.8,0
171.394,3487,10,31,73,9,100,58,26,12.8,0
171.513,3562,10,31,73,9,100,58,26,12.9,0
171.636,3554,10,31,73,9,100,58,26,12.9,0
171.759,3585,10,31,73,9,100,58,26,12.9,0
171.886,3585,10,31,73,9,100,58,26,12.9,0
172.009,3587,10,31,73,9,100,58,26,12.9,0
172.131,3557,10,31,73,9,100,58,26,12.9,0
172.254,3586,10,31,73,9,100,58,26,12.9,0
172.373,3494,10,31,73,9,100,58,26,12.9,0
172.496,3379,10,31,73,9,100,58,25,12.9,0
172.615,3529,10,31,73,9,100,58,26,12.9,0
172.737,3489,10,31,73,9,100,58,26,12.9,0
172.84,3491,10,31,73,9,100,58,26,12.9,0
172.959,3501,10,31,73,9,100,58,26,12.9,0
173.082,3442,10,31,73,9,100,58,26,12.9,0
173.205,3441,10,31,73,9,100,58,26,12.9,0
173.324,3535,10,31,73,9,100,58,26,12.9,0
173.446,3513,10,31,73,9,100,58,26,12.9,0
173.565,3552,10,31,73,9,100,58,26,12.9,0
173.688,3545,10,31,73,9,100,58,26,12.9,0
173.811,3483,10,31,73,9,100,58,26,12.9,0
173.943,3546,10,31,73,9,100,58,26,12.9,0
174.061,3412,10,31,73,9,100,58,26,12.4,0
174.184,3543,10,31,73,9,100,58,26,12.4,0
174.303,3524,10,31,73,9,100,58,26,12.7,0
174.426,3617,10,31,73,9,100,58,26,12.7,0
174.549,3570,10,31,73,9,100,58,26,12.8,0
174.672,3432,10,31,73,9,100,58,26,12.8,0
174.79,3526,10,31,73,9,100,58,26,12.9,0
174.921,3508,10,31,73,9,100,58,26,12.9,0
175.044,3545,10,31,73,9,100,58,26,12.9,0
175.163,3492,10,31,73,9,100,58,26,12.9,0
175.286,3515,10,31,73,9,100,58,26,12.2,0
175.408,3495,10,31,73,9,100,58,26,12.2,0
175.527,3462,10,31,73,9,100,58,26,12.6,0
175.65,3507,10,31,73,9,100,58,26,12.6,0
175.773,3439,10,31,73,9,100,58,26,12.6,0
175.9,3503,10,31,73,9,100,58,26,12.8,0
176.024,3468,10,31,73,9,100,58,26,12.8,0
176.146,3526,10,31,73,9,100,58,26,12.8,0
176.265,3509,10,31,73,9,100,58,26,12.8,0
176.388,3541,10,31,73,9,100,58,26,12.9,0
176.511,3631,10,31,73,9,100,58,26,12.9,0
176.63,3424,10,30,73,9,100,58,26,12.8,0
176.753,3423,10,30,73,9,100,58,26,12.8,0
176.85,3434,10,30,73,9,100,58,26,12.8,0
176.973,3454,10,30,73,9,100,58,26,12.8,0
177.096,3528,10,30,73,9,100,58,26,12.8,0
177.215,3521,10,30,73,9,100,58,26,12.8,0
177.339,3531,10,30,73,9,100,58,26,12.8,0
177.461,3537,10,30,73,9,100,58,26,12.8,0
177.579,3374,10,30,72,9,100,58,25,12.8,0
177.703,3331,10,30,72,9,100,58,25,12.8,0
177.822,3395,10,30,72,9,100,58,25,12.9,0
177.953,3420,10,30,72,9,100,58,26,12.9,0
178.076,3430,10,30,72,9,100,58,26,13.2,0
178.198,3466,10,30,72,9,100,58,26,13.2,0
178.317,3557,10,30,72,9,100,58,26,13.4,0
178.44,3602,10,30,72,9,100,58,27,13.4,0
178.563,3530,10,30,72,9,100,58,26,13.4,0
178.682,3469,10,30,72,9,100,58,26,13.5,0
178.805,3370,10,30,72,9,100,58,25,13.5,0
178.904,3317,10,30,72,9,100,58,25,13.5,0
179.026,3295,10,30,72,9,100,58,25,13.5,0
179.149,3422,10,30,72,9,100,58,26,13.5,0
179.268,3354,10,30,72,9,100,58,25,13.5,0
179.391,3438,10,30,72,9,100,58,26,13.5,0
179.51,3494,10,30,72,9,100,58,26,13.5,0
179.632,3391,10,30,72,9,100,58,25,13.5,0
179.751,3445,10,30,72,9,100,58,26,13.5,0
179.874,3384,10,30,72,9,100,58,25,13.6,0
180.005,3378,10,30,72,9,100,58,25,13.6,0
180.128,3257,10,30,72,9,100,58,25,13.6,0
180.251,3289,10,30,72,9,100,58,25,13.6,0
180.369,3358,10,30,72,9,100,58,25,13.6,0
180.492,3410,10,30,72,9,100,58,26,13.6,0
180.611,3383,10,30,72,9,100,58,25,13.2,0
180.734,3481,10,30,72,9,100,58,26,13.2,0
180.853,3318,10,30,72,9,100,58,25,13.4,0
180.988,3352,10,30,72,9,100,58,25,13.4,0
181.107,3411,10,30,72,9,100,58,26,13.4,0
181.23,3417,10,30,72,9,100,58,26,13.4,0
181.353,3322,10,30,72,9,100,58,25,13.5,0
181.472,3361,10,30,72,9,100,58,25,13.5,0
181.595,3448,10,30,72,9,100,58,26,13.5,0
181.713,3471,10,30,72,9,100,58,26,13.1,0
181.836,3409,10,30,72,9,100,58,26,13.1,0
181.938,3343,10,30,72,9,100,58,25,13.4,0
182.057,3350,10,30,72,9,100,58,25,13.4,0
182.18,3428,10,30,72,9,100,58,26,13.5,0
182.303,3336,10,30,72,9,100,58,25,13.5,0
182.421,3412,10,30,72,9,100,58,26,13.5,0
182.545,3477,10,30,72,9,100,58,26,13.5,0
182.663,3424,10,30,72,9,100,58,26,13.6,0
182.787,3543,10,30,72,9,100,58,26,13.6,0
182.91,3452,10,30,72,9,100,58,26,13.3,0
183.041,3422,10,30,72,9,100,58,26,13.3,0
183.159,3422,10,30,72,9,100,58,26,13.4,0
183.282,3371,10,30,72,9,100,58,25,13.4,0
183.405,3280,9,30,72,9,100,58,25,13.5,0
183.524,3304,9,30,72,9,100,58,25,13.5,0
183.643,3225,9,30,72,9,100,58,26,13.6,0
183.765,3200,9,30,72,9,100,58,26,13.6,0
183.884,3250,9,30,72,9,100,58,26,13.6,0
183.991,3254,9,30,72,9,100,58,25,12.9,0
184.11,3293,9,30,72,9,100,58,25,12.9,0
184.233,3272,9,30,72,9,100,58,25,13.2,0
184.352,3395,9,30,72,9,100,58,26,13.2,0
184.474,3339,9,30,72,9,100,58,26,13.4,0
184.593,3358,9,30,72,9,100,58,26,13.4,0
184.716,3345,9,30,72,9,100,58,26,13.5,0
184.835,3173,9,30,72,9,100,58,25,13.5,0
184.942,3161,9,30,72,9,100,58,25,13.5,0
185.06,3291,9,30,72,9,100,58,25,13.5,0
185.182,3345,9,30,72,9,100,58,26,13.5,0
185.301,3175,9,30,72,9,100,58,25,13.5,0
185.425,3265,9,30,72,9,100,58,26,13.5,0
185.544,3313,9,30,72,9,100,58,26,13.5,0
185.667,3399,9,30,72,9,100,58,25,13.2,0
185.785,3349,9,30,72,9,100,58,25,13.2,0
185.908,3265,9,30,72,9,100,58,26,13.2,0
186.014,3240,9,30,72,9,100,58,26,13.4,0
186.133,3186,9,30,72,9,100,58,25,13.4,0
186.257,3143,9,30,72,9,100,58,25,13.5,0
186.376,3139,9,30,72,9,100,58,25,13.5,0
186.497,3178,9,30,72,9,100,58,25,13.1,0
186.616,3227,12,30,72,9,100,60,26,13.1,0
186.731,3708,14,30,72,9,100,61,27,13.3,0
186.85,4380,16,30,72,9,100,62,27,13.3,0
186.965,5042,16,30,72,9,100,63,28,13.4,0
187.083,5470,16,30,72,9,100,63,29,13.4,0
187.198,5742,16,30,72,9,100,63,30,13.5,0
187.321,5773,16,30,72,9,100,63,30,13.5,0
187.44,5834,16,30,72,9,100,63,30,13.5,0
187.563,5791,16,30,72,9,100,63,30,13.5,0
187.682,6000,16,30,72,9,100,64,30,13.5,0
187.805,6172,18,30,72,9,100,64,31,13.5,0
187.948,6681,20,30,72,9,100,66,32,13.6,0
188.087,7360,21,30,72,9,100,67,34,13.6,0
188.235,8081,21,30,72,9,100,67,35,13.6,0
188.382,8250,17,30,72,9,100,65,34,13.6,0
188.529,7129,13,30,72,9,100,62,29,13.6,0
188.665,6105,12,30,72,9,100,62,30,13.6,0
188.792,5197,11,30,72,9,100,60,28,13.6,0
188.931,4373,11,30,72,9,100,59,27,13.6,0
189.054,4090,11,30,72,9,100,59,27,13.1,0
189.176,4026,12,30,72,9,100,60,27,13.1,0
189.295,4220,13,30,72,9,100,61,27,13.4,0
189.414,4406,14,30,72,9,100,61,27,13.4,0
189.542,4714,15,30,72,9,100,62,27,13.5,0
189.681,5015,16,30,72,9,100,63,28,13.5,0
189.812,5480,16,30,72,9,100,63,29,13.5,0
189.934,6097,17,30,72,9,100,64,30,13.5,0
190.078,6573,18,30,72,9,100,65,31,13.2,0
190.222,6954,18,30,72,9,100,65,31,13.4,0
190.365,7208,18,30,72,9,100,65,31,13.4,0
190.512,7458,18,30,72,9,100,65,32,13.4,0
190.659,7598,18,30,72,9,100,65,33,13.4,0
190.803,7688,18,30,72,9,100,65,33,13.5,0
190.951,7832,19,30,72,9,100,66,34,13.5,0
191.094,7708,16,30,72,9,100,65,32,13.5,0
191.242,6928,13,30,72,9,100,62,30,13.5,0
191.372,5952,12,30,72,9,100,61,30,13.5,0
191.499,5126,11,30,72,9,100,60,28,13.5,0
191.639,4440,11,30,72,9,100,59,27,13.5,0
191.77,4129,11,30,72,9,100,59,27,13.5,0
191.893,3978,11,30,72,9,100,59,26,13.5,0
192.015,3786,11,30,72,9,100,59,26,13,0
192.122,3597,10,30,72,9,100,58,26,13,0
192.245,3460,10,30,72,9,100,58,26,13.3,0
192.368,3457,10,30,72,9,100,58,26,13.3,0
192.487,3409,10,30,72,9,100,58,26,13.5,0
192.61,3437,10,30,72,9,100,58,26,13.5,0
192.732,3589,11,30,72,9,100,59,26,13.5,0
192.851,3951,15,30,73,9,100,61,26,13.5,0
192.974,4546,16,30,73,9,100,63,28,13.5,0
193.073,4563,16,31,73,9,100,63,28,13.6,0
193.192,4164,17,31,73,9,100,62,28,13.6,0
193.327,4314,20,31,73,9,100,64,31,13.6,0
193.465,5547,17,31,73,9,100,63,30,13.6,0
193.605,6085,16,31,73,9,100,64,30,13.6,0
193.748,7139,27,31,73,25,100,70,34,13.4,0
193.888,8389,27,31,73,9,100,72,36,13.4,0
194.035,6970,16,31,73,9,100,64,30,13.5,0
194.154,4626,13,31,73,9,100,61,27,13.5,0
194.281,3097,13,31,73,9,100,59,25,13.5,0
194.404,3571,26,31,73,25,172,66,32,13.5,0
194.543,5490,38,31,73,25,172,75,35,13.6,0
194.675,5822,34,31,73,9,100,73,36,13.6,0
194.805,6364,33,31,73,9,100,73,35,13.3,0
194.948,7025,32,31,73,9,100,73,34,13.3,0
195.071,7503,32,31,73,9,100,74,36,13.4,0
195.215,8029,32,31,73,9,100,74,36,13.4,0
195.363,8645,33,31,73,9,100,76,37,13,0
195.514,9191,33,31,73,9,100,78,38,13.3,0
195.661,9404,24,31,73,9,100,71,38,13.3,0
